"NOMBRE";"SEXO";"AÑO DE NACIMIENTO";"G PARLAMENTARIO";"ECIVIL";"NIVEL ACADEMICO";"ORIGEN";"ESCAÑO";"NAINE";"CARGO";"Campo11";"Campo12";"Campo13";"Campo14";"Campo15";"Campo16";"Campo17";"Campo18";"Campo19"
"Íñigo, Errejón Galván";"Hombre";1983,00;"Grupo Confederal de Unidos Podemos-En Comú Podem-En Marea (GCUP-EC-EM) ";"No consta";"Doctor en Ciencias Políticas";"Madrid";;;"Diputado. Secretario Político de Podemos. Vocal de la Diputación Permanente desde el 18/08/2016 al 21/01/2019.";;;;;;;;;
"José Enrique, Fernández de Moya Romero";"Hombre";1969,00;"Grupo Popular";"Casado";"Doctor en Derecho y Profesor titular de Universidad en el Área de Conocimiento de Derecho Financiero y Tributario. ";"Jaén";;;"Diputado. Presidente provincial del PP de Jaén. Portavoz Adjunto del GPP-A y portavoz en la Diputación Provincial de Jaén.";;;;;;;;;
"María del Puerto, Gallego Arriola";"Mujer";1963,00;"Grupo Socialista";"No consta";"Licenciada en Medicina y Cirugía. Especialista en Pediatría y Áreas Específicas. Pediatra de Área en C.S. Colinares (en servicios especiales). ";"Cantabria";;;"Diputada. Secretaria General de la Agrupación Socialista de Santoña. Secretaria de Sanidad y BS de la Comisión Ejecutiva Regional del Cantabria.";;;;;;;;;
"Irene, Garrido Valenzuela";"Mujer";1966,00;"Grupo Popular";"No consta";"Doctora en Ciencias Económicas y Empresariales por la Universidad de Santiago de Compostela. Presidenta del ICO. ";"Pontevedra";;;"Diputada. Portavoz de la Comisión de Economía y Competitividad desde el 12/09/2016 al 18/11/2016. Presidenta de la Delegación española en la Conferencia sobre Estabilidad, Coordinación Económica y Gobernanza en la Unión Europea (CECEG) desde el 20/07/2016";;;;;;;;;
"Manuel Gabriel, González Ramos ";"Hombre";1966,00;"Grupo Socialista";"No consta";"Doctor Ingeniero Agrónomo. 
Licenciado en Economía. 
Licenciado en Administración y Dirección de Empresas. Máster en Gestión y Análisis de Políticas Públicas (U. Carlos III). Máster Interuniversitario en Sostenibilidad y RSC (UNED y UJI). 
Máster en Admin";"Albacete";;;"Diputado. Secretario General Provincial del PSOE de Albacete.";;;;;;;;;
"Francesc, Homs Molist";"Hombre";1969,00;"Grupo Mixto PdeCat";"Casado";"Licenciado en Derecho";"Barcelona";;;"Diputado. Vicesecretario General de Convergencia Democrática de Catalunya. ";;;;;;;;;
"Ángeles, Isaac García";"Mujer";1962,00;"Grupo Popular";"No consta ";"Empresaria. Técnico Especialista en Química.";"Jaén";;;"Diputada. Presidenta del Partido Popular de Linares. Concejal y Portavoz del Grupo Municipal en el Excmo. Ayuntamiento de Linares.";;;;;;;;;
"Teresa, Jordá i Roura";"Mujer";1972,00;"Grupo Esquerra Republicana";"No consta";"Licenciada en Historia Medieval y Contemporánea.";"Girona";;;"Diputada. Portavoz de la Comisión de Fomento desde el 13/09/2016 al 01/06/2018. Secretaria Segunda de la Comisión de Igualdad desde el 14/09/2016 al 01/06/2018.";;;;;;;;;
"José María, Lasalle Ruíz";"Hombre";1966,00;"Grupo Popular";"No consta";"Doctor en Derecho por la Universidad de Cantabria.";"Cantabria";;;"Diputado. Miembro del Comité ejecutivo Nacional del PP desde 2004 a la actualidad.";;;;;;;;;
"Julián, López Mila ";"Hombre ";1971,00;"Grupo Socialista";"Divorciado";"Licenciado en Ciencias Económicas y Empresariales. Premio Extraordinario de Licenciatura. Doctor en Ciencias Económicas y Empresariales. Premio Extraordinario de Doctorado. ";"Alicante";;;"Diputado. Portavoz de la Comisión de Hacienda y Función Pública desde el 19/12/2016 al 14/11/2017.";;;;;;;;;
"Domingo, Lorento Rodríguez";"Hombre";1954,00;"Grupo Ciudadanos";"Casado";"Licenciado en Derecho. Tres Másters en Prevención de Riesgos Laborales. Funcionario escala ejecutiva del Cuerpo Nacional de Policía (segunda actividad).";"Castellón";;;"Diputado. Director de Seguridad. ";;;;;;;;;
"Eduardo, Madina Muñoz";"Hombre";1976,00;"Grupo Socialista";"No consta";"Licenciado en Historia Contemporánea por la Universidad de Deusto. Máster en Relaciones Internacionales. Máster en Recursos Humanos. Profesor Universitario.";"Madrid";;;"Diputado. Miembro del Comité Federal del PSOE. Vicepresidente de la Delegación española en la Asamblea de la Unión Interparlamentaria (UIP) desde el 15/02/2017 al 31/08/2017.";;;;;;;;;
"María Rosa, Martínez Rodríguez";"Mujer";1975,00;"Grupo Confederal de Unidos Podemos-En Comú Podem-En Marea (GCUP-EC-EM) ";"No consta";"Licenciada en Ciencias Políticas y de la Administración";"Bizkaia";;;"Diputada. Portavoz de EQUO. Portavoz de la Comisión de Ciencia, Innovación y Universidades desde el 10/07/2018 al 15/02/2019. ";;;;;;;;;
"Teófila, Martínez Saiz";"Mujer";1984,00;"Grupo Popular";"Casada";"Arquitecto Técnico";"Cádiz";;;"Diputada. Presidenta de la Comisión de Educación y Deporte desde el 13/09/2016 al 21/06/2018.";;;;;;;;;
"Pablo, Matos Mascareño";"Hombre";1956,00;"Grupo Popular";"Divorciado";"Licenciado en Derecho.  Asesor Jurídico de Empresas por el Centro de Estudios Tributarios y Económicos de Madrid. ";"Santa Cruz de Tenerife";;;"Diputado. Vicepresidente Primero de la Comisión de Justicia desde el 13/09/2016 al 29/06/2018.";;;;;;;;;
"Rafael, Merino López";"Hombre";1959,00;"Grupo Popular";"No consta";"Licenciado en Derecho";"Córdoba";;;"Diputado. Presidente de la Comisión de Interior desde el 13/09/2016 al 11/09/2018.";;;;;;;;;
"Jorge, Moragas Sánchez";"Hombre";1965,00;"Grupo Popular";"Casado";"Licenciado en Derecho (Universidad de Barcelona). Miembro de la carrera diplomática. ";"Barcelona";;;"Diputado. Director del Gabinete Presidencia del Gobierno. Secretario del Consejo de Seguridad Nacional. Miembro del Comité Ejecutivo Nacional PP España. Vicesecretario General PP Cataluña.";;;;;;;;;
"José Antonio, Nieto Ballesteros";"Hombre";1979,00;"Grupo Popular";"Casado";"Licenciado en Derecho. Abogado (actualmente no ejerciente). Máster en Liderazgo Público IE. ";"Córdoba";;;"Diputado. Diputado provincial (Córdoba) (1999-2004). Diputado en el Parlamento de Andalucía (2008-2014). Alcalde de Córdoba (2011-2015).";;;;;;;;;
"Mariano, Rajoy Brey";"Hombre";1955,00;"Grupo Popular";"Casado";"Licenciado en Derecho por la Universidad de Santiago de Compostela y aprobó las oposiciones para registrador de la propiedad con 24 años, convirtiéndose en el registrador más joven de España. ";"Madrid";;;"Diputado. Sexto Presidente del Gobierno de España. Presidente del Partido Popular desde 2004.Vocal de la Diputación Permanente desde el 18/08/2016 al 15/06/2018. Cargos en la Xunta de Galicia durante su carrera. ";;;;;;;;;
"Alejandro, Ramírez del Molino Morán";"Hombre";1951,00;"Grupo Popular";"Casado";"Licenciado en Farmacia. ";"Badajoz";;;"Diputado. Delegado del Gobierno en Extremadura. ";;;;;;;;;
"Margarita, Robles Fernández";"Mujer";1956,00;"Grupo Socialista";"No consta";"Licenciada en Derecho. Magistrada";"Madrid";;;"Diputada. Ex Ministra de Defensa. Vocal de la Diputación Permanente desde el 04/07/2017 al 15/06/2018.";;;;;;;;;
"María Soraya, Saénz de Santamaría Antón";"Mujer";1971,00;"Grupo Popular";"Casada";"Licenciada en Derecho. ";"Madrid";;;"Diputada. Abogada del Estado. Miembro del Comité Ejecutivo Nacional del Partido Popular. Vicepresidente del Gobierno, Ministra de la Presidencia y para las Administraciones Territoriales.";;;;;;;;;
"José Ignacio, Sánchez Amor";"Hombre";1960,00;"Grupo Socialista";"No consta";"Licenciado en Derecho. Letrado de la Abogacía General de la Comunidad Autónoma de Extremadura";"Badajoz";;;"Diputado. Representante Especial de Asuntos de Frontera OSCE PA. Vicepresidente de la Junta de Extremadura (2004-2007). Presidente de la Delegación española en la Asamblea Parlamentaria de la Organización para la Seguridad y Cooperación en Europa (OSCE) d";;;;;;;;;
"Pedro, Sánchez Pérez-Castejón ";"Hombre";1972,00;"Grupo Socialista";"Casado";"Doctor (PhD) en Economía y Empresa por la U.C.J.C. Máster en Economía Política Europea por la Universidad Libre Bruselas y Máster en Liderazgo Público por el IESE. Profesor Asociado en la U.Camilo José Cela. ";"Madrid";;;"Diputado. Secretario General del PSOE desde julio de 2014 hasta octubre de 2016. Actual líder del PSOE. ";;;;;;;;;
"Pedro, Saura García";"Hombre";1962,00;"Grupo Socialista";"No consta";"Doctor en Economía. Profesor titular de Fundamentos del Análisis Económico en la Universidad de Murcia. ";"Murcia";;;"Diputado. Portavoz de la Comisión de Economía y Empresa desde el 21/06/2018 al 22/06/2018. ";;;;;;;;;
"María, Such Palomares";"Mujer";1990,00;"Grupo Socialista";"No consta";"Licenciada en Derecho. Licenciada en Ciencias Políticas y de la Administración Pública.  Máster en Abogacía. ";"Valencia";;;"Diputada. Secretaria General de Joves Socialistes de la Ribera del Xúquer. Miembro de la Ejecutiva Nacional del JSPV.";;;;;;;;;
"Antonio Ramón María, Trevín Lombán";"Hombre";1956,00;"Grupo Socialista";"No consta";"Diplomado en Magisterio. Diplomado en Historia (Universidad de Oviedo). ";"Asturias";;;"Diputado. Portavoz adjunto de la Comisión de Fomento desde el 01/07/2017 al 31/08/2017. Presidente del Principado de Asturias (1993-1995). Delegado del Gobierno en Asturias (2004-2011). ";;;;;;;;;
"Juan María, Vázquez Rojas";"Hombre";1964,00;"Grupo Popular";"Casado";"Doctor en Veterinaria. Licenciado en Veterinaria. Catedrático de Medicina y Cirugía Animal en la Universidad de Murcia. ";"Murcia";;;"Diputado. Portavoz de la Comisión de Educación y Deporte desde el 13/09/2016 al 25/11/2016. Director General de Investigación Científica y Técnica (2012-2014). ";;;;;;;;;
